count,word,aoa,score
2492674.0,FELLOWSHIPS,10.37,240373.57762777247
2833049.0,ACUPUNCTURE,11.79,240292.53604749788
1621591.0,APRON,6.75,240235.7037037037
2275007.0,ALIASES,9.47,240233.05174234425
2010468.0,UNLEASHED,8.37,240199.28315412192
2199038.0,SUFFIX,9.16,240069.65065502183
2801261.0,LONGITUDINAL,11.67,240039.5029991431
3504164.0,SPREADSHEET,14.6,240011.23287671234
1638987.0,DINERS,6.83,239968.8140556369
2309859.0,SHRINE,9.63,239860.74766355142
1210993.0,ITCHING,5.05,239800.59405940594
23975036.0,ANYWHERE,100.0,239750.36
2699538.0,INBOUND,11.26,239745.82593250446
1804602.0,GREEDY,7.53,239654.9800796813
1677493.0,AVENUES,7.0,239641.85714285716
3166453.0,CHATEAU,13.22,239519.89409984872
23947774.0,ATLANTIC,100.0,239477.74
2356427.0,MUTE,9.84,239474.28861788622
1915011.0,SOUVENIR,8.0,239376.375
3010028.0,PRONE,12.58,239270.90620031802
1899754.0,GEMSTONES,7.94,239263.7279596977
23920387.0,EDWARD,100.0,239203.87
1877315.0,WINDSHIELD,7.85,239148.40764331212
2922159.0,SURNAMES,12.22,239129.21440261864
1314890.0,BROOM,5.5,239070.9090909091
2925839.0,ASSERTION,12.24,239039.1339869281
1991071.0,INVENTIONS,8.33,239024.12965186074
2363638.0,CELLO,9.89,238992.71991911018
2212803.0,CEASED,9.26,238963.6069114471
1811236.0,STRAY,7.58,238949.34036939318
2451102.0,JASMINE,10.26,238898.83040935677
2484117.0,BLITZ,10.4,238857.40384615387
1993701.0,UNDERSTANDABLE,8.35,238766.5868263473
1924190.0,TIC,8.06,238733.2506203474
1682546.0,BATTER,7.05,238659.0070921986
2209967.0,MERCHANDISING,9.26,238657.343412527
1114518.0,FRIDGES,4.67,238654.81798715203
1923538.0,NOTICEABLE,8.06,238652.35732009925
23864106.0,MATT,100.0,238641.06
1424316.0,THORN,5.97,238578.89447236183
3017586.0,LOCUS,12.65,238544.34782608692
2069895.0,EDIBLE,8.68,238467.16589861753
2384288.0,REVISITED,10.0,238428.8
2594139.0,CUES,10.89,238212.94765840218
1693193.0,EXPLORERS,7.11,238142.47538677923
3390340.0,METHYL,14.24,238085.67415730335
1604495.0,IGNORES,6.74,238055.63798219585
2092470.0,MURDERS,8.79,238051.1945392492
2327841.0,ALAS,9.78,238020.5521472393
3151464.0,FAUX,13.25,237846.33962264148
2615877.0,INTERPRETERS,11.0,237807.0
1814292.0,QUARTERBACK,7.63,237784.0104849279
2665444.0,TRANSFORMATIONS,11.21,237773.7734165923
3159891.0,CITES,13.29,237764.5598194131
2762538.0,MILESTONES,11.62,237739.93115318415
2232254.0,BLUEPRINT,9.39,237726.73056443024
2277106.0,COMPANIONS,9.58,237693.73695198327
1766026.0,CANOEING,7.43,237688.5598923284
2162545.0,COMPROMISED,9.1,237642.3076923077
2463965.0,RUSTIC,10.37,237605.11089681773
3005624.0,PROTOTYPES,12.65,237598.73517786557
2005218.0,FUNGI,8.44,237585.0710900474
3682256.0,PEPTIDE,15.5,237564.90322580645
1487144.0,DRAINS,6.26,237562.9392971246
1377594.0,SPRAYS,5.8,237516.2068965517
23751367.0,IRAN,100.0,237513.67
2561970.0,FREEBIES,10.79,237439.29564411487
1887458.0,VENOM,7.95,237416.10062893078
1450525.0,CHOKE,6.11,237401.80032733225
1702056.0,FILTHY,7.17,237385.77405857737
1765391.0,CLUBHOUSE,7.44,237283.73655913977
1573182.0,REMOVALS,6.63,237282.35294117648
1283632.0,NEARER,5.41,237270.2402957486
2768582.0,COUNTERPARTS,11.67,237239.2459297344
1990433.0,SHOWDOWN,8.39,237238.73659118
23716024.0,COSTA,100.0,237160.24
23714910.0,BELGIUM,100.0,237149.1
23713001.0,PRINTABLE,100.0,237130.01
2884249.0,VISAS,12.17,236996.6310599836
3104329.0,MERGERS,13.1,236971.67938931298
611383.0,HUGGED,2.58,236970.1550387597
1796206.0,STYLED,7.58,236966.49076517147
2518421.0,VIRGINS,10.63,236916.36876763875
2207920.0,PLACEMENTS,9.32,236901.2875536481
1345439.0,FEDS,5.68,236873.06338028173
1894699.0,FICTIONAL,8.0,236837.375
2715351.0,INTEGRATES,11.47,236735.04795117697
1853371.0,VISOR,7.83,236701.27713920816
1344431.0,PEBBLE,5.68,236695.5985915493
2207677.0,CONCESSION,9.33,236621.3290460879
1781371.0,GROWER,7.53,236569.8539176627
1234717.0,CRADLES,5.22,236535.8237547893
3363442.0,ADVERTS,14.22,236528.9732770745
1326880.0,FLASHLIGHTS,5.61,236520.49910873442
2693657.0,OATH,11.39,236493.1518876207
2402572.0,FACULTIES,10.16,236473.6220472441
2078580.0,PHARMACISTS,8.79,236470.98976109215
2101748.0,RENTS,8.89,236417.09786276714
1758893.0,UPWARDS,7.44,236410.3494623656
1241115.0,TIGHTER,5.25,236402.85714285716
2127529.0,FIGURINE,9.0,236392.1111111111
3135997.0,PRIMA,13.27,236322.3059532781
2422264.0,LOCALIZED,10.25,236318.43902439025
2665497.0,LUSH,11.28,236302.9255319149
1566578.0,AMOUNTED,6.63,236286.27450980392
1143427.0,HOPPING,4.84,236245.2479338843
2494534.0,INVITATIONAL,10.56,236224.81060606058
1168445.0,ERASER,4.95,236049.4949494949
3146451.0,UPLOADS,13.33,236042.8357089272
2657613.0,VENDING,11.26,236022.46891651864
2990187.0,IDEOLOGY,12.67,236005.28808208372
2123711.0,GAZE,9.0,235967.8888888889
23595635.0,BOOKING,100.0,235956.35
2385296.0,DOMINANCE,10.11,235934.3224530168
2345069.0,BOOTSTRAP,9.94,235922.4346076459
2967064.0,PROPHECY,12.58,235855.6438791733
2018777.0,ASSIGNING,8.56,235838.43457943926
2159611.0,FLOWERING,9.16,235765.39301310046
2592749.0,EXPORTING,11.0,235704.45454545453
1873840.0,POINTLESS,7.95,235703.14465408804
2307054.0,ATTENDANT,9.79,235654.1368743616
2894930.0,DEBTOR,12.29,235551.6680227828
1780004.0,CHATTER,7.56,235450.26455026452
3545626.0,BENEFICIARY,15.06,235433.33333333328
1294569.0,PIANOS,5.5,235376.18181818182
2400730.0,REINFORCE,10.2,235365.68627450985
3221640.0,RHETORIC,13.69,235327.97662527394
2018120.0,AWKWARD,8.58,235212.12121212122
2525179.0,RESIDES,10.74,235119.0875232775
2273552.0,FASHIONABLE,9.67,235113.96070320575
23506998.0,DENVER,100.0,235069.98
23506040.0,UNIX,100.0,235060.4
1421673.0,SNAPPED,6.05,234987.27272727274
2074882.0,HORSEPOWER,8.83,234980.97395243487
1022080.0,BUMPED,4.35,234960.9195402299
1630521.0,ORPHAN,6.94,234945.3890489913
2687706.0,KEYSTONE,11.44,234939.3356643357
2496460.0,PIRACY,10.63,234850.42333019755
2136804.0,SAXOPHONE,9.1,234813.6263736264
1683560.0,RESCUED,7.17,234806.1366806137
2296259.0,FLAW,9.78,234791.3087934561
2500336.0,SUITABILITY,10.65,234773.33333333328
1920286.0,PUNT,8.18,234753.78973105137
23461474.0,ERICSSON,100.0,234614.74
2925303.0,HIERARCHICAL,12.47,234587.24939855648
2439262.0,PRECEDED,10.4,234544.42307692303
2122528.0,ASSASSINATION,9.05,234533.4806629834
2541291.0,SPRUCE,10.84,234436.43911439113
2676572.0,CALORIE,11.42,234375.83187390547
2725531.0,PHILOSOPHER,11.63,234353.48237317282
2298940.0,URGENCY,9.81,234346.5851172273
2244809.0,REGAL,9.58,234322.4425887265
2382584.0,INJECTED,10.17,234275.71288102266
1602365.0,LOAF,6.84,234263.8888888889
2406907.0,RECEIVABLE,10.28,234134.92217898834
2563419.0,TAPESTRY,10.95,234102.19178082194
2464711.0,VOODOO,10.53,234065.62203228872
2288964.0,PANE,9.78,234045.39877300613
2487618.0,BILLIARDS,10.63,234018.62652869237
3027233.0,HOTSPOT,12.94,233943.81761978363
2119331.0,HULK,9.06,233921.7439293598
2182172.0,CONFIRMING,9.33,233887.67416934622
23379199.0,HAMPSHIRE,100.0,233791.99
2115679.0,DWELLINGS,9.05,233776.6850828729
2454421.0,PALETTE,10.5,233754.3809523809
2103431.0,UTTER,9.0,233714.5555555556
1462893.0,GIRLFRIENDS,6.26,233688.97763578282
1946052.0,SHAKER,8.33,233619.68787515012
2097119.0,COLTS,8.98,233532.18262806235
1492239.0,KICKER,6.39,233527.2300469484
2542684.0,PREDICTIVE,10.89,233487.97061524328
1496650.0,ROOSTER,6.41,233486.73946957878
2923120.0,FINANCED,12.52,233476.03833865817
1725140.0,DRAMAS,7.39,233442.48985115023
3209582.0,COMPLAINANT,13.75,233424.14545454548
23342329.0,BLUETOOTH,100.0,233423.29
2884783.0,AVIAN,12.36,233396.68284789645
3115221.0,CORRELATED,13.35,233349.88764044945
1963758.0,FESTIVE,8.42,233225.41567695962
2931504.0,SPECULATION,12.57,233214.31980906922
2455629.0,TRAUMATIC,10.53,233203.13390313392
1748998.0,FOSSILS,7.5,233199.73333333328
1506469.0,FOOTSTEPS,6.46,233199.5356037152
1946014.0,NATIVES,8.35,233055.56886227548
1584695.0,HAMPERS,6.8,233043.3823529412
1449421.0,BLUEBERRY,6.22,233025.884244373
1621192.0,GUTS,6.96,232929.88505747129
2095401.0,LURE,9.0,232822.33333333328
1666923.0,GOLFERS,7.16,232810.4748603352
2176695.0,SPUR,9.35,232801.60427807487
2936998.0,HEP,12.62,232725.67353407288
1198303.0,POOLED,5.15,232680.19417475731
2184649.0,OCTAVE,9.39,232656.9755058573
1860861.0,YIELDED,8.0,232607.625
2819089.0,MANUSCRIPTS,12.12,232598.10231023104
1407160.0,PICKLE,6.05,232588.4297520661
1137316.0,SLED,4.89,232579.9591002045
981446.0,TRIPPING,4.22,232570.14218009482
1222232.0,SHAKEN,5.26,232363.4980988593
2885932.0,PRECURSOR,12.42,232361.67471819645
2077030.0,TRILLION,8.94,232329.97762863536
2227826.0,MAIZE,9.59,232307.19499478626
1254217.0,LISTENS,5.4,232262.4074074074
1748880.0,VICTORIES,7.53,232254.9800796813
2013543.0,COMMANDED,8.67,232242.56055363323
2735156.0,FOREMOST,11.78,232186.41765704585
2140516.0,STOCKED,9.22,232160.0867678959
2576703.0,MANIPULATE,11.1,232135.40540540538
1894034.0,DEFENDED,8.16,232112.0098039216
1392293.0,SPOOKY,6.0,232048.83333333328
2842501.0,UNCERTAINTIES,12.25,232040.8979591837
3257959.0,CHIROPRACTIC,14.05,231883.20284697512
23187953.0,ARKANSAS,100.0,231879.53
2740415.0,SPECIFICITY,11.82,231845.6006768189
1110228.0,NAPKINS,4.79,231780.37578288102
1840004.0,UNANSWERED,7.94,231738.53904282112
1281084.0,ICING,5.53,231660.7594936709
2037409.0,EXPRESSES,8.8,231523.75
2168961.0,PACT,9.37,231479.295624333
2277290.0,SUBSCRIBING,9.84,231431.9105691057
976473.0,SMELLING,4.22,231391.7061611375
2191168.0,STUB,9.47,231379.93664202746
2545057.0,RESTRICTIVE,11.0,231368.81818181818
1509915.0,SUBTRACT,6.53,231227.41194486985
1606901.0,HUMMINGBIRD,6.95,231208.7769784173
2066632.0,CHEMIST,8.94,231166.8903803132
1849058.0,ECHOES,8.0,231132.25
1990009.0,ANCESTOR,8.61,231127.64227642282
3221201.0,INCUBUS,13.94,231076.1119081779
3019079.0,VANGUARD,13.07,230993.03749043608
2267945.0,GENITAL,9.82,230951.62932790228
3018203.0,NATAL,13.07,230926.01377199692
1325424.0,JAILED,5.74,230910.1045296167
1904853.0,CAUTIOUS,8.25,230891.27272727274
2899936.0,PATRON,12.56,230886.62420382164
2158715.0,BOUNTY,9.35,230878.60962566853
2504621.0,AXLE,10.85,230840.64516129036
2077070.0,CRISES,9.0,230785.5555555556
2161984.0,DEPRIVED,9.37,230734.6851654216
1030988.0,SANK,4.47,230646.0850111857
2052657.0,INMATE,8.9,230635.61797752808
2050241.0,POSTURE,8.89,230623.2845894263
2651773.0,DEPICTED,11.5,230588.95652173914
1946063.0,BANJO,8.44,230576.18483412324
1678575.0,PISTOLS,7.28,230573.489010989
23056120.0,BRITAIN,100.0,230561.2
1177613.0,MONEYS,5.11,230452.6418786693
2601383.0,AMBITION,11.29,230414.79185119574
1614611.0,BUDS,7.01,230329.6718972896
23030983.0,FINANCING,100.0,230309.83
1367992.0,NIGHTMARES,5.94,230301.68350168352
2738196.0,SUCCESSIVE,11.89,230294.0285954584
2533124.0,SUED,11.0,230284.0
1622820.0,NERD,7.05,230187.2340425532
1438386.0,SNEAKERS,6.25,230141.76
823852.0,BITTEN,3.58,230126.25698324022
1854495.0,FIGS,8.06,230086.22828784122
2384948.0,PISTON,10.37,229985.34233365481
3603798.0,DIAZEPAM,15.67,229980.72750478625
1320051.0,BANGED,5.74,229974.04181184672
2892727.0,FRANCHISES,12.58,229946.5023847377
1609095.0,WHIPPING,7.0,229870.7142857143
3325972.0,ANTHOLOGY,14.47,229852.93711126468
2155999.0,WHISKEY,9.38,229850.63965884855
2079769.0,OUTRAGEOUS,9.05,229808.72928176797
1681690.0,NUGGETS,7.32,229739.07103825136
2501856.0,MIRAGE,10.89,229738.84297520661
1504696.0,FRIGHTENING,6.55,229724.58015267176
1582743.0,MOWER,6.89,229715.96516690854
2268649.0,BARB,9.88,229620.34412955464
1559090.0,HEADLIGHT,6.79,229615.61119293078
1184748.0,ITCHY,5.16,229602.3255813953
2688086.0,INVALUABLE,11.71,229554.7395388557
1377207.0,SCREWDRIVER,6.0,229534.5
787234.0,FINGERED,3.43,229514.2857142857
1172816.0,PUPS,5.11,229513.8943248532
1645407.0,RIDDLE,7.17,229484.9372384937
2447673.0,INCREMENT,10.67,229397.65698219306
2123326.0,RYE,9.26,229300.86393088553
1918859.0,PAVED,8.37,229254.36081242532
22917163.0,JEWISH,100.0,229171.63
2004845.0,DREAMY,8.75,229125.1428571429
1477675.0,DEPUTIES,6.45,229096.8992248062
1878493.0,HEROIC,8.2,229084.512195122
1470549.0,PITCHERS,6.42,229057.47663551406
2193939.0,INSERTIONS,9.58,229012.42171189978
2482114.0,ATTAINED,10.84,228977.30627306274
1944930.0,SANE,8.5,228815.29411764702
1462090.0,SONGBOOK,6.39,228809.07668231608
22880351.0,PORTLAND,100.0,228803.51
1702159.0,CREEPY,7.44,228784.811827957
1118546.0,POISONOUS,4.89,228741.51329243355
2504267.0,MEMBRANES,10.95,228700.18264840182
1312600.0,SIXTIES,5.74,228675.95818815328
1314777.0,PUNCHES,5.75,228656.86956521735
2407510.0,INTERVIEWING,10.53,228633.428300095
2727465.0,CARTE,11.93,228622.38055322715
1778611.0,VETS,7.78,228613.2390745501
2791022.0,OVERLAY,12.21,228584.9303849304
2863534.0,DEVIATIONS,12.53,228534.2378292099
2296397.0,KEYPAD,10.05,228497.21393034825
1753674.0,GROOVY,7.68,228342.96875
3183025.0,TRANSVESTITES,13.94,228337.51793400288
1495462.0,JOKER,6.55,228314.80916030536
2282782.0,SNAPSHOTS,10.0,228278.2
2838531.0,SUBSIDY,12.44,228177.73311897108
1442024.0,WATCHER,6.32,228168.3544303797
2804115.0,MOTIVATIONAL,12.29,228162.32709519935
2231026.0,DEPARTURES,9.78,228121.2678936605
2923926.0,LESIONS,12.82,228075.35101404056
912060.0,WASHES,4.0,228015.0
2683280.0,PSYCHOLOGIST,11.77,227976.2107051827
2837498.0,FELONY,12.45,227911.48594377513
1649823.0,CASTS,7.24,227876.1049723757
3143833.0,ATTAINMENT,13.8,227813.9855072464
1580071.0,STENCIL,6.94,227675.93659942358
2240303.0,CIRCUMSTANCE,9.84,227673.0691056911
1656922.0,RAMPS,7.28,227599.17582417585
2934944.0,VALIDATED,12.9,227515.0387596899
2046863.0,BAS,9.0,227429.22222222228
1580529.0,MASH,6.95,227414.24460431648
1780553.0,UNPREDICTABLE,7.83,227401.40485312897
2237421.0,BREAKER,9.84,227380.1829268293
1989071.0,BORROWERS,8.75,227322.4
1961690.0,INSULT,8.63,227310.5446118192
1831899.0,MENTIONING,8.06,227282.75434243176
3002335.0,PROACTIVE,13.21,227277.44133232397
2272736.0,TESTIFY,10.0,227273.6
1877189.0,SPHERES,8.26,227262.5907990315
2286036.0,CONQUER,10.06,227240.1590457256
1658759.0,FINS,7.3,227227.2602739726
1036118.0,TROUBLING,4.56,227218.85964912284
2132803.0,SYMPATHETIC,9.39,227135.56975505856
2391733.0,SCARCE,10.53,227135.1377018044
1816797.0,CREEP,8.0,227099.625
2472698.0,UNDERGOING,10.89,227061.3406795225
3117529.0,CONTINGENT,13.73,227059.6504005827
3317039.0,TRAFFICKING,14.61,227038.94592744694
2174119.0,CYCLONE,9.58,226943.5281837161
2357306.0,FOREIGNERS,10.39,226882.1944177093
1313063.0,LEASH,5.79,226781.1744386874
1272149.0,SMOOTHING,5.61,226764.52762923352
1228746.0,SQUEEZED,5.42,226705.9040590406
22666723.0,LEWIS,100.0,226667.23
1622934.0,VAMPIRES,7.16,226666.7597765363
2266238.0,ANTICIPATION,10.0,226623.8
1058325.0,PIGGY,4.67,226622.0556745182
2818856.0,MANAGERIAL,12.44,226596.1414790997
2141331.0,DUEL,9.45,226595.87301587305
2598662.0,PAROLE,11.47,226561.63905841325
2505600.0,PETITIONS,11.06,226546.1121157324
22651501.0,HOWARD,100.0,226515.01
2176534.0,LANDMARKS,9.61,226486.36836628517
2264812.0,BACKGAMMON,10.0,226481.2
22645772.0,OFFLINE,100.0,226457.72
1953412.0,HEADQUARTERED,8.63,226351.3325608343
2489739.0,SAFEGUARD,11.0,226339.9090909091
2772503.0,PREVAILING,12.26,226142.1696574225
1940192.0,ROAMING,8.58,226129.60372960372
1557648.0,WAFER,6.89,226073.73004354138
1297503.0,CROWS,5.74,226045.818815331
1797038.0,MULTIPLIED,7.95,226042.5157232704
1751628.0,GRIZZLY,7.75,226016.5161290323
3408086.0,DINAR,15.08,226000.3978779841
2576160.0,RENOVATED,11.4,225978.94736842107
1423344.0,SPOIL,6.3,225927.61904761905
2509986.0,STRIPPERS,11.11,225921.3321332133
1201781.0,WAFFLE,5.32,225898.6842105263
3134851.0,DIRECTIVES,13.88,225853.818443804
1996478.0,BOMBERS,8.84,225845.92760181
2745974.0,MARROW,12.16,225820.2302631579
1530984.0,WEEKDAYS,6.78,225808.8495575221
1198937.0,ZEROS,5.31,225788.51224105465
22575698.0,ORGANISATION,100.0,225756.98
1521358.0,TYPEWRITER,6.74,225720.77151335307
1879643.0,RUMBLE,8.33,225647.41896758703
1692191.0,HYMN,7.5,225625.46666666673
2508904.0,FRAUDULENT,11.12,225620.8633093525
1367074.0,DISGUSTING,6.06,225589.7689768977
2131493.0,UNCONSCIOUS,9.45,225554.81481481483
3321843.0,AUDITORS,14.74,225362.4830393487
1489583.0,CATFISH,6.61,225352.95007564296
2052690.0,RECOMMENDING,9.11,225322.7222832053
1313083.0,LOTIONS,5.83,225228.6449399657
2015779.0,DINE,8.95,225226.70391061448
1902353.0,LENT,8.45,225130.53254437872
1125621.0,HARMED,5.0,225124.2
2618155.0,PROBLEMATIC,11.63,225120.80825451415
1325872.0,SLOPPY,5.89,225105.6027164686
1199765.0,SALTY,5.33,225096.62288930579
2025634.0,EMU,9.0,225070.44444444447
1736906.0,GLIDE,7.72,224987.82383419693
1617357.0,GLAZED,7.19,224945.34075104308
1727104.0,CHEERFUL,7.68,224883.3333333333
1611726.0,UNCOVER,7.17,224787.4476987448
22471844.0,SAM,100.0,224718.44
2145956.0,MOIST,9.55,224707.4345549738
2412508.0,VAIN,10.74,224628.3054003724
2226960.0,UNAWARE,9.92,224491.93548387094
2350341.0,VISITATION,10.47,224483.3810888252
1371081.0,MAILBOXES,6.11,224399.50900163664
1769562.0,DISCONNECTED,7.89,224279.0874524715
1383684.0,SLIPPING,6.17,224259.96758508915
22424518.0,ALLEN,100.0,224245.18
2316239.0,ADDICTIVE,10.33,224224.4917715392
2136630.0,COCKTAILS,9.53,224200.41972717733
2279772.0,IMPRESS,10.17,224166.37168141594
1640498.0,NEEDY,7.32,224111.74863387976
2229563.0,STIMULATED,9.95,224076.68341708547
2204849.0,VIPER,9.84,224070.02032520325
2134610.0,RESETS,9.53,223988.4575026233
1144243.0,NESTS,5.11,223922.3091976517
1376456.0,APRICOT,6.15,223813.9837398374
2304344.0,SPOILERS,10.3,223722.71844660194
1731359.0,HANDOUTS,7.74,223689.79328165372
2637272.0,PROPORTIONS,11.79,223687.1925360475
2757419.0,RAVE,12.33,223634.95539334952
1355051.0,THIRST,6.06,223605.77557755774
2740904.0,FOREGOING,12.26,223564.76345840128
22355933.0,MONTANA,100.0,223559.33
2644181.0,ASPIRE,11.83,223514.87743026204
2258524.0,EXCURSION,10.11,223395.05440158263
1407312.0,SPOILED,6.3,223382.8571428572
1947603.0,CORRECTNESS,8.72,223348.96788990824
2042913.0,NEEDLESS,9.15,223269.18032786887
22323205.0,SWITZERLAND,100.0,223232.05
2397454.0,DECLARES,10.74,223226.62942271878
2852127.0,LEDGER,12.78,223171.1267605634
1597665.0,EXPLOSIONS,7.16,223137.56983240225
2195204.0,FLARE,9.84,223089.837398374
2112499.0,AEROSOL,9.47,223072.7560718057
1782871.0,LATCH,8.0,222858.875
1782662.0,VERBS,8.0,222832.75
2521893.0,ACOUSTICS,11.32,222782.0671378092
2461709.0,VOLTS,11.05,222779.09502262442
1795369.0,POLISHING,8.06,222750.49627791558
2314315.0,SUSTAINING,10.39,222744.46583253128
2296477.0,INTRIGUING,10.31,222742.6770126091
1075824.0,MOONS,4.83,222737.88819875775
2536469.0,AMENDING,11.39,222692.6251097454
2387032.0,BREWERY,10.72,222670.89552238805
2473688.0,CLASSIFICATIONS,11.11,222654.18541854183
797050.0,KEYED,3.58,222639.66480446927
2212938.0,ACQUIRES,9.94,222629.57746478874
2482233.0,TREADMILL,11.15,222621.79372197308
3358586.0,AROMATHERAPY,15.09,222570.31146454604
1508900.0,CALLERS,6.78,222551.62241887907
2201031.0,DODGERS,9.89,222551.16279069765
1838160.0,PILLARS,8.26,222537.53026634388
1639943.0,BOOKSELLERS,7.37,222516.0108548168
2162674.0,BOOGIE,9.72,222497.32510288066
1383718.0,TEMPERED,6.22,222462.70096463023
2447057.0,REDISTRIBUTED,11.0,222459.72727272726
2106029.0,GALORE,9.47,222389.54593453012
2503430.0,SURVEYING,11.26,222329.48490230905
2961759.0,CANNABIS,13.33,222187.471867967
1777489.0,YIELDING,8.0,222186.125
2258722.0,CLAD,10.17,222096.5585054081
2091789.0,UNSUCCESSFUL,9.42,222058.28025477708
2136190.0,GONG,9.62,222057.17255717254
1564790.0,EMBRACING,7.05,221956.02836879433
1588969.0,BOOTHS,7.16,221923.04469273746
1996311.0,BRED,9.0,221812.3333333333
1763328.0,HINGE,7.95,221802.2641509434
22178748.0,MENS,100.0,221787.48
2452388.0,DEVASTATING,11.06,221734.90054249548
1834727.0,LACKED,8.28,221585.38647343
3230169.0,INVERSE,14.58,221547.9423868313
2743113.0,EPILEPSY,12.39,221397.33656174332
2530282.0,NEUTRON,11.43,221372.00349956253
2791411.0,PHOTON,12.61,221364.8691514671
2569921.0,RESIGNATION,11.61,221354.09130060294
2396655.0,CARBOHYDRATE,10.83,221297.78393351802
2130793.0,FAULTY,9.63,221266.14745586703
2015266.0,ENFORCING,9.11,221214.70911086717
2342524.0,MAST,10.59,221201.51085930126
2457448.0,NOTIONS,11.11,221192.43924392443
2320926.0,ILLUMINATION,10.5,221040.57142857145
2060278.0,CONCESSIONS,9.33,220822.9367631297
2856694.0,HOTSPOTS,12.94,220764.6058732612
1496742.0,CRANES,6.78,220758.40707964601
2438525.0,LAWFUL,11.05,220680.99547511307
2135627.0,COMMUNICATOR,9.68,220622.62396694216
1764600.0,GREYHOUND,8.0,220575.0
3032813.0,BACCARAT,13.75,220568.21818181817
1918369.0,HEAVYWEIGHT,8.7,220502.18390804602
2363691.0,INTESTINAL,10.72,220493.56343283577
2621506.0,SIGNIFIES,11.89,220479.89907485282
2587498.0,CORNERSTONE,11.74,220400.17035775128
1419299.0,TRAPPING,6.44,220388.04347826086
1910742.0,STONY,8.67,220385.4671280277
1982599.0,IMITATION,9.0,220288.77777777772
2433010.0,COORDINATORS,11.05,220181.90045248868
2536094.0,CONFLICTING,11.52,220147.04861111112
2593024.0,REGULATING,11.78,220120.88285229204
1666136.0,EARNS,7.57,220097.22589167766
21985503.0,MANCHESTER,100.0,219855.03
1850201.0,ALLEGIANCE,8.42,219738.83610451306
1353494.0,NATURES,6.16,219723.05194805196
1524520.0,HARDENED,6.94,219671.469740634
3025474.0,ALLOCATE,13.78,219555.44267053698
1659355.0,DYES,7.56,219491.4021164021
1812873.0,NEWCOMERS,8.26,219476.15012106535
2699087.0,WITHHELD,12.3,219437.96747967481
561675.0,DADDIES,2.56,219404.296875
2347505.0,TORTURED,10.7,219392.99065420558
2717960.0,SEMINARY,12.39,219367.23163841807
1408275.0,PITCHES,6.42,219357.47663551406
1796196.0,COMMANDERS,8.19,219315.75091575086
1876665.0,ASSIGNS,8.56,219236.56542056074
1983675.0,ACADEMIES,9.05,219190.6077348066
2665081.0,ANALOGUE,12.16,219167.84539473683
973051.0,SQUIRRELS,4.44,219155.63063063065
2969267.0,MOTIF,13.55,219134.0959409594
21909830.0,CZECH,100.0,219098.3
1833800.0,PINT,8.37,219091.9952210275
2935535.0,ELECTROMAGNETIC,13.4,219069.77611940302
2490271.0,COMMENCE,11.37,219021.1961301671
1441099.0,MOODS,6.58,219012.00607902734
2870530.0,CREDIBLE,13.11,218957.2845156369
1569892.0,PLEDGES,7.17,218952.85913528595
3091883.0,SCALABLE,14.13,218816.91436659585
21879064.0,CAMBRIDGE,100.0,218790.64
1600441.0,ARTWORKS,7.32,218639.4808743169
931244.0,PANCAKE,4.26,218601.8779342723
2535342.0,COMPENSATE,11.6,218563.96551724142
1663079.0,STARED,7.61,218538.63337713532
2058332.0,DRUNKEN,9.42,218506.58174097663
2128038.0,SEIZURES,9.74,218484.39425051332
1644683.0,FAINTER,7.53,218417.39707835324
1458940.0,EXITING,6.68,218404.19161676647
1884782.0,WINGED,8.63,218398.8412514484
3085898.0,METHODOLOGIES,14.13,218393.34748761496
1334273.0,CHECKERS,6.11,218375.28641571195
1419189.0,GARDENERS,6.5,218336.76923076922
1624387.0,FINED,7.44,218331.58602150533
698609.0,CRAYONS,3.2,218315.3125
2414106.0,MADAME,11.06,218273.5985533454
2619135.0,AIRMAIL,12.0,218261.25
1920249.0,SLUDGE,8.8,218210.1136363636
896795.0,DRIES,4.11,218198.29683698292
2310081.0,THISTLE,10.59,218137.96033994333
2283881.0,IMMORTAL,10.47,218135.72110792735
2423296.0,GUIDEBOOK,11.11,218118.4518451845
1853782.0,CHAOTIC,8.5,218092.0
1905817.0,DUSK,8.74,218056.86498855837
2422380.0,BACKSTREET,11.11,218036.00360036004
21802396.0,IDAHO,100.0,218023.96
1661246.0,COWARD,7.62,218011.28608923886
1547532.0,STUPIDITY,7.1,217962.2535211268
1259606.0,CELERY,5.78,217924.91349480968
1804207.0,TERMED,8.28,217899.3961352657
1986831.0,NIFTY,9.12,217854.2763157895
1672572.0,BOREDOM,7.68,217782.8125
2003477.0,PRESCRIBE,9.2,217769.2391304348
2351271.0,MULTITUDE,10.8,217710.27777777772
1801389.0,FIDDLE,8.28,217559.0579710145
21753930.0,OXFORD,100.0,217539.3
1981620.0,RESIDENCES,9.11,217521.4050493963
1807545.0,JERKING,8.31,217514.44043321302
21741926.0,ADAM,100.0,217419.26
3008865.0,EQUITABLE,13.84,217403.54046242774
2391008.0,STATISTIC,11.0,217364.36363636365
2572817.0,COLLABORATE,11.84,217298.73310810808
1931581.0,HOMELESSNESS,8.89,217275.70303712034
1726936.0,BLUSH,7.95,217224.6540880503
2890936.0,GENOMIC,13.31,217200.30052592035
21718552.0,TRULY,100.0,217185.52
2171795.0,BRETHREN,10.0,217179.5
